Category,Min Trust Score,Max Trust Score,Avg Trust Score
education_services?page=99,1.2,1.2,1.2
language_learning?page=1,3.3,4.9,4.5
language_learning?page=2,4.6,4.9,4.77
language_learning?page=3,4.3,4.6,4.475
language_learning?page=4,4.1,4.3,4.22
language_learning?page=5,3.7,4.1,3.925
language_learning?page=6,3.7,3.7,3.7
language_learning?page=7,1.7,3.7,3.04
music_theater_classes?page=1,2.9,4.9,4.62
music_theater_classes?page=2,3.7,4.6,4.055
music_theater_classes?page=3,2.2,3.7,3.428571428571429
school_high_school?page=1,4.0,5.0,4.68
school_high_school?page=2,4.3,4.8,4.495
school_high_school?page=3,3.8,4.3,4.0249999999999995
school_high_school?page=4,2.2,3.7,3.2473684210526317
school_high_school?page=5,1.4,2.2,1.711111111111111
specials_schools?page=1,4.7,4.9,4.82
specials_schools?page=2,4.5,4.7,4.625
specials_schools?page=3,3.3,5.0,4.38
specials_schools?page=4,4.8,4.9,4.83
specials_schools?page=5,4.7,4.8,4.71
specials_schools?page=6,4.6,4.7,4.63
specials_schools?page=7,4.4,4.6,4.485
specials_schools?page=8,4.3,4.4,4.34
specials_schools?page=9,4.2,4.3,4.235
specials_schools?page=10,4.0,4.2,4.0649999999999995
specials_schools?page=11,3.9,4.0,3.985
specials_schools?page=12,3.8,3.9,3.8099999999999996
specials_schools?page=13,3.7,3.8,3.725
specials_schools?page=14,3.7,3.7,3.7
specials_schools?page=15,3.4,3.7,3.6166666666666667
specials_schools?page=16,2.9,3.4,3.13
specials_schools?page=17,1.4,2.8,2.3
vocational_training?page=1,4.7,4.9,4.815
vocational_training?page=2,3.9,4.9,4.63
vocational_training?page=3,4.7,4.9,4.8
vocational_training?page=4,4.6,4.7,4.645
vocational_training?page=5,4.4,4.6,4.465
vocational_training?page=6,4.2,4.4,4.26
vocational_training?page=7,4.0,4.2,4.055
appliances_electronics?page=1,4.8,5.0,4.8950000000000005
appliances_electronics?page=2,4.7,4.8,4.795
appliances_electronics?page=3,4.6,4.7,4.675
appliances_electronics?page=4,4.4,4.6,4.55
appliances_electronics?page=5,4.3,4.4,4.38
appliances_electronics?page=6,3.9,4.3,4.14
appliances_electronics?page=7,3.0,3.9,3.66
appliances_electronics?page=8,2.1,5.0,4.32
appliances_electronics?page=9,4.8,4.9,4.835
appliances_electronics?page=10,4.7,4.8,4.76
appliances_electronics?page=11,4.6,4.7,4.665
appliances_electronics?page=12,4.6,4.6,4.6
appliances_electronics?page=13,4.5,4.6,4.515
appliances_electronics?page=14,4.4,4.5,4.4350000000000005
appliances_electronics?page=15,4.3,4.4,4.385000000000001
appliances_electronics?page=16,4.3,4.3,4.3
appliances_electronics?page=17,4.2,4.3,4.24
appliances_electronics?page=18,4.1,4.2,4.17
appliances_electronics?page=19,4.1,4.1,4.1
appliances_electronics?page=20,4.0,4.1,4.03
appliances_electronics?page=21,4.0,4.0,4.0
appliances_electronics?page=22,3.9,4.0,3.945
appliances_electronics?page=23,3.8,3.9,3.88
appliances_electronics?page=24,3.8,3.8,3.8
appliances_electronics?page=25,3.8,3.8,3.8
appliances_electronics?page=26,3.7,3.8,3.78
appliances_electronics?page=27,3.7,3.7,3.7
appliances_electronics?page=28,3.7,3.7,3.7
appliances_electronics?page=29,3.7,3.7,3.7
appliances_electronics?page=30,3.7,3.7,3.7
appliances_electronics?page=31,3.6,3.7,3.6500000000000004
appliances_electronics?page=32,3.5,3.6,3.59
appliances_electronics?page=33,3.4,3.5,3.4357142857142855
appliances_electronics?page=34,3.3,3.4,3.355
appliances_electronics?page=35,3.2,3.3,3.28
appliances_electronics?page=36,3.2,3.2,3.2
appliances_electronics?page=37,3.1,3.2,3.16
appliances_electronics?page=38,3.0,3.1,3.04
appliances_electronics?page=39,2.9,3.0,2.9299999999999997
appliances_electronics?page=40,2.8,2.9,2.8499999999999996
appliances_electronics?page=41,2.7,2.8,2.73
appliances_electronics?page=42,2.6,2.7,2.63
appliances_electronics?page=43,2.4,2.6,2.515
appliances_electronics?page=44,2.3,2.4,2.355
appliances_electronics?page=45,2.1,2.3,2.17
appliances_electronics?page=46,1.9,2.1,2.005
appliances_electronics?page=47,1.7,1.9,1.815
appliances_electronics?page=48,1.5,1.7,1.6
appliances_electronics?page=49,1.4,1.5,1.435
appliances_electronics?page=50,1.2,1.4,1.28
appliances_electronics?page=51,1.1,1.2,1.16
audio_visual?page=1,4.4,5.0,4.735
audio_visual?page=2,3.5,5.0,4.44
audio_visual?page=3,4.6,4.9,4.71
audio_visual?page=4,4.4,4.5,4.4350000000000005
audio_visual?page=5,4.1,4.3,4.24
audio_visual?page=6,4.0,4.1,4.015
audio_visual?page=7,3.8,3.9,3.84
audio_visual?page=8,3.7,3.8,3.74
audio_visual?page=9,3.6,3.7,3.6750000000000003
audio_visual?page=10,3.1,3.6,3.338888888888889
audio_visual?page=11,2.7,3.1,2.87
audio_visual?page=12,1.7,2.6,2.25
audio_visual?page=13,1.1,1.6,1.3416666666666668
computers_phones?page=1,4.8,5.0,4.9
computers_phones?page=2,4.7,4.8,4.78
computers_phones?page=3,4.7,4.7,4.7
computers_phones?page=4,4.5,4.6,4.595
computers_phones?page=5,4.5,4.5,4.5
computers_phones?page=6,4.4,4.5,4.41
computers_phones?page=7,4.2,4.3,4.275
computers_phones?page=8,4.0,4.2,4.12
computers_phones?page=9,3.7,4.0,3.895
computers_phones?page=10,2.2,5.0,3.535
computers_phones?page=11,4.9,5.0,4.9350000000000005
computers_phones?page=12,4.9,4.9,4.9
computers_phones?page=13,4.8,4.9,4.81
computers_phones?page=14,4.8,4.8,4.8
computers_phones?page=15,4.7,4.8,4.775
computers_phones?page=16,4.7,4.7,4.7
computers_phones?page=17,4.7,4.7,4.7
computers_phones?page=18,4.6,4.7,4.635
computers_phones?page=19,4.6,4.6,4.6
computers_phones?page=20,4.6,4.6,4.6
computers_phones?page=21,4.5,4.6,4.525
computers_phones?page=22,4.5,4.5,4.5
computers_phones?page=23,4.4,4.5,4.485
computers_phones?page=24,4.4,4.4,4.4
computers_phones?page=25,4.4,4.4,4.4
computers_phones?page=26,4.4,4.4,4.4
computers_phones?page=27,4.3,4.4,4.305
computers_phones?page=28,4.3,4.3,4.3
computers_phones?page=29,4.3,4.3,4.3
computers_phones?page=30,4.2,4.3,4.22
computers_phones?page=31,4.2,4.2,4.2
computers_phones?page=32,4.2,4.2,4.2
computers_phones?page=33,4.1,4.1,4.1
computers_phones?page=34,4.1,4.1,4.1
computers_phones?page=35,4.1,4.1,4.1
computers_phones?page=36,4.0,4.1,4.005
computers_phones?page=37,4.0,4.0,4.0
computers_phones?page=38,4.0,4.0,4.0
computers_phones?page=39,4.0,4.0,4.0
computers_phones?page=40,3.9,4.0,3.99
computers_phones?page=41,3.9,3.9,3.9
computers_phones?page=42,3.8,3.9,3.8899999999999997
computers_phones?page=43,3.8,3.8,3.8
computers_phones?page=44,3.8,3.8,3.8
computers_phones?page=45,3.8,3.8,3.8
computers_phones?page=46,3.8,3.8,3.8
computers_phones?page=47,3.8,3.8,3.8
computers_phones?page=48,3.7,3.8,3.76
computers_phones?page=49,3.7,3.7,3.7
computers_phones?page=50,3.7,3.7,3.7
computers_phones?page=51,3.7,3.7,3.7
computers_phones?page=52,3.7,3.7,3.7
computers_phones?page=53,3.7,3.7,3.7
computers_phones?page=54,3.7,3.7,3.7
computers_phones?page=55,3.7,3.7,3.7
computers_phones?page=56,3.7,3.7,3.7
computers_phones?page=57,3.7,3.7,3.7
computers_phones?page=58,3.6,3.7,3.645
computers_phones?page=59,3.6,3.6,3.6
computers_phones?page=60,3.5,3.6,3.575
computers_phones?page=61,3.5,3.5,3.5
computers_phones?page=62,3.4,3.4,3.4
computers_phones?page=63,3.4,3.4,3.4
computers_phones?page=64,3.3,3.4,3.3099999999999996
computers_phones?page=65,3.2,3.3,3.265
computers_phones?page=66,3.2,3.2,3.2
computers_phones?page=67,3.1,3.2,3.1900000000000004
computers_phones?page=68,3.1,3.1,3.1
computers_phones?page=69,3.0,3.1,3.04
computers_phones?page=70,2.9,3.0,2.965
computers_phones?page=71,2.8,2.9,2.885
computers_phones?page=72,2.8,2.8,2.8
computers_phones?page=73,2.7,2.7,2.7
computers_phones?page=74,2.6,2.6,2.6
computers_phones?page=75,2.5,2.6,2.535
computers_phones?page=76,2.3,2.5,2.3649999999999998
computers_phones?page=77,2.2,2.3,2.275
computers_phones?page=78,2.1,2.2,2.1500000000000004
computers_phones?page=79,2.0,2.1,2.035
computers_phones?page=80,1.9,2.0,1.935
computers_phones?page=81,1.7,1.9,1.78
computers_phones?page=82,1.6,1.7,1.655
computers_phones?page=83,1.4,1.6,1.5
computers_phones?page=84,1.4,1.4,1.4
computers_phones?page=85,1.1,1.3,1.23
internet_software?page=1,4.9,5.0,4.905
internet_software?page=2,4.8,4.9,4.825
internet_software?page=3,4.8,4.8,4.8
internet_software?page=4,4.7,4.8,4.72
internet_software?page=5,4.7,4.7,4.7
internet_software?page=6,4.6,4.7,4.63
internet_software?page=7,4.6,4.6,4.6
internet_software?page=8,4.6,4.6,4.6
internet_software?page=9,4.5,4.6,4.51
internet_software?page=10,4.5,4.5,4.5
internet_software?page=11,4.4,4.5,4.430000000000001
internet_software?page=12,4.3,4.4,4.37
internet_software?page=13,4.3,4.3,4.3
internet_software?page=14,4.2,4.3,4.215
internet_software?page=15,4.1,4.2,4.12
internet_software?page=16,4.0,4.1,4.03
internet_software?page=17,3.9,4.0,3.955
internet_software?page=18,3.6,3.8,3.73
internet_software?page=19,3.0,3.6,3.285
internet_software?page=20,1.9,5.0,3.92
internet_software?page=21,4.9,4.9,4.9
internet_software?page=22,4.9,4.9,4.9
internet_software?page=23,4.9,4.9,4.9
internet_software?page=24,4.9,4.9,4.9
internet_software?page=25,4.8,4.9,4.81
internet_software?page=26,4.8,4.8,4.8
internet_software?page=27,4.8,4.8,4.8
internet_software?page=28,4.8,4.8,4.8
internet_software?page=29,4.8,4.8,4.8
internet_software?page=30,4.8,4.8,4.8
internet_software?page=31,4.8,4.8,4.8
internet_software?page=32,4.7,4.8,4.795
internet_software?page=33,4.7,4.7,4.7
internet_software?page=34,4.7,4.7,4.7
internet_software?page=35,4.7,4.7,4.7
internet_software?page=36,4.7,4.7,4.7
internet_software?page=37,4.7,4.7,4.7
internet_software?page=38,4.7,4.7,4.7
internet_software?page=39,4.7,4.7,4.7
internet_software?page=40,4.7,4.7,4.7
internet_software?page=41,4.7,4.7,4.7
internet_software?page=42,4.6,4.7,4.63
internet_software?page=43,4.6,4.6,4.6
internet_software?page=44,4.6,4.6,4.6
internet_software?page=45,4.6,4.6,4.6
internet_software?page=46,4.6,4.6,4.6
internet_software?page=47,4.6,4.6,4.6
internet_software?page=48,4.6,4.6,4.6
internet_software?page=49,4.6,4.6,4.6
internet_software?page=50,4.6,4.6,4.6
internet_software?page=51,4.6,4.6,4.6
internet_software?page=52,4.5,4.6,4.55
internet_software?page=53,4.5,4.5,4.5
internet_software?page=54,4.5,4.5,4.5
internet_software?page=55,4.5,4.5,4.5
internet_software?page=56,4.5,4.5,4.5
internet_software?page=57,4.5,4.5,4.5
internet_software?page=58,4.5,4.5,4.5
internet_software?page=59,4.5,4.5,4.5
internet_software?page=60,4.5,4.5,4.5
internet_software?page=61,4.5,4.5,4.5
internet_software?page=62,4.5,4.5,4.5
internet_software?page=63,4.5,4.5,4.5
internet_software?page=64,4.4,4.5,4.455
internet_software?page=65,4.4,4.4,4.4
internet_software?page=66,4.4,4.4,4.4
internet_software?page=67,4.4,4.4,4.4
internet_software?page=68,4.4,4.4,4.4
internet_software?page=69,4.4,4.4,4.4
internet_software?page=70,4.4,4.4,4.4
internet_software?page=71,4.4,4.4,4.4
internet_software?page=72,4.4,4.4,4.4
internet_software?page=73,4.4,4.4,4.4
internet_software?page=74,4.4,4.4,4.4
internet_software?page=75,4.4,4.4,4.4
internet_software?page=76,4.4,4.4,4.4
internet_software?page=77,4.4,4.4,4.4
internet_software?page=78,4.3,4.4,4.355
internet_software?page=79,4.3,4.3,4.3
internet_software?page=80,4.3,4.3,4.3
internet_software?page=81,4.3,4.3,4.3
internet_software?page=82,4.3,4.3,4.3
internet_software?page=83,4.3,4.3,4.3
internet_software?page=84,4.3,4.3,4.3
internet_software?page=85,4.3,4.3,4.3
internet_software?page=86,4.3,4.3,4.3
internet_software?page=87,4.3,4.3,4.3
internet_software?page=88,4.3,4.3,4.3
internet_software?page=89,4.3,4.3,4.3
internet_software?page=90,4.3,4.3,4.3
internet_software?page=91,4.3,4.3,4.3
internet_software?page=92,4.3,4.3,4.3
internet_software?page=93,4.3,4.3,4.3
internet_software?page=94,4.2,4.3,4.295
internet_software?page=95,4.2,4.2,4.2
internet_software?page=96,4.2,4.2,4.2
internet_software?page=97,4.2,4.2,4.2
internet_software?page=98,4.2,4.2,4.2
internet_software?page=99,4.2,4.2,4.2
internet_software?page=100,4.2,4.2,4.2
internet_software?page=101,4.2,4.2,4.2
internet_software?page=102,4.2,4.2,4.2
internet_software?page=103,4.2,4.2,4.2
internet_software?page=104,4.2,4.2,4.2
internet_software?page=105,4.2,4.2,4.2
internet_software?page=106,4.2,4.2,4.2
internet_software?page=107,4.1,4.2,4.1049999999999995
internet_software?page=108,4.1,4.1,4.1
internet_software?page=109,4.1,4.1,4.1
internet_software?page=110,4.1,4.1,4.1
internet_software?page=111,4.1,4.1,4.1
internet_software?page=112,4.1,4.1,4.1
internet_software?page=113,4.1,4.1,4.1
internet_software?page=114,4.1,4.1,4.1
internet_software?page=115,4.1,4.1,4.1
internet_software?page=116,4.1,4.1,4.1
internet_software?page=117,4.1,4.1,4.1
internet_software?page=118,4.1,4.1,4.1
internet_software?page=119,4.1,4.1,4.1
internet_software?page=120,4.0,4.1,4.015
internet_software?page=121,4.0,4.0,4.0
internet_software?page=122,4.0,4.0,4.0
internet_software?page=123,4.0,4.0,4.0
internet_software?page=124,4.0,4.0,4.0
internet_software?page=125,4.0,4.0,4.0
internet_software?page=126,4.0,4.0,4.0
internet_software?page=127,4.0,4.0,4.0
internet_software?page=128,4.0,4.0,4.0
internet_software?page=129,4.0,4.0,4.0
internet_software?page=130,4.0,4.0,4.0
internet_software?page=131,4.0,4.0,4.0
internet_software?page=132,4.0,4.0,4.0
internet_software?page=133,4.0,4.0,4.0
internet_software?page=134,4.0,4.0,4.0
internet_software?page=135,4.0,4.0,4.0
internet_software?page=136,4.0,4.0,4.0
internet_software?page=137,4.0,4.0,4.0
internet_software?page=138,4.0,4.0,4.0
internet_software?page=139,4.0,4.0,4.0
internet_software?page=140,4.0,4.0,4.0
internet_software?page=141,4.0,4.0,4.0
internet_software?page=142,4.0,4.0,4.0
internet_software?page=143,4.0,4.0,4.0
internet_software?page=144,4.0,4.0,4.0
internet_software?page=145,4.0,4.0,4.0
internet_software?page=146,4.0,4.0,4.0
internet_software?page=147,4.0,4.0,4.0
internet_software?page=148,3.9,4.0,3.92
internet_software?page=149,3.9,3.9,3.9
internet_software?page=150,3.9,3.9,3.9
internet_software?page=151,3.9,3.9,3.9
internet_software?page=152,3.9,3.9,3.9
internet_software?page=153,3.9,3.9,3.9
internet_software?page=154,3.8,3.9,3.87
internet_software?page=155,3.8,3.8,3.8
internet_software?page=156,3.8,3.8,3.8
internet_software?page=157,3.8,3.8,3.8
internet_software?page=158,3.8,3.8,3.8
internet_software?page=159,3.8,3.8,3.8
internet_software?page=160,3.8,3.8,3.8
internet_software?page=161,3.8,3.8,3.8
internet_software?page=162,3.8,3.8,3.8
internet_software?page=163,3.8,3.8,3.8
internet_software?page=164,3.8,3.8,3.8
internet_software?page=165,3.8,3.8,3.8
internet_software?page=166,3.8,3.8,3.8
internet_software?page=167,3.8,3.8,3.8
internet_software?page=168,3.8,3.8,3.8
internet_software?page=169,3.8,3.8,3.8
internet_software?page=170,3.8,3.8,3.8
internet_software?page=171,3.8,3.8,3.8
internet_software?page=172,3.8,3.8,3.8
internet_software?page=173,3.8,3.8,3.8
internet_software?page=174,3.8,3.8,3.8
internet_software?page=175,3.8,3.8,3.8
internet_software?page=176,3.8,3.8,3.8
internet_software?page=177,3.8,3.8,3.8
internet_software?page=178,3.8,3.8,3.8
internet_software?page=179,3.8,3.8,3.8
internet_software?page=180,3.8,3.8,3.8
internet_software?page=181,3.7,3.7,3.7
internet_software?page=182,3.7,3.7,3.7
internet_software?page=183,3.7,3.7,3.7
internet_software?page=184,3.7,3.7,3.7
internet_software?page=185,3.7,3.7,3.7
internet_software?page=186,3.7,3.7,3.7
internet_software?page=187,3.7,3.7,3.7
internet_software?page=188,3.7,3.7,3.7
internet_software?page=189,3.7,3.7,3.7
internet_software?page=190,3.7,3.7,3.7
internet_software?page=191,3.7,3.7,3.7
internet_software?page=192,3.7,3.7,3.7
internet_software?page=193,3.7,3.7,3.7
internet_software?page=194,3.7,3.7,3.7
internet_software?page=195,3.7,3.7,3.7
internet_software?page=196,3.7,3.7,3.7
internet_software?page=197,3.7,3.7,3.7
internet_software?page=198,3.7,3.7,3.7
internet_software?page=199,3.7,3.7,3.7
internet_software?page=200,3.7,3.7,3.7
internet_software?page=201,3.7,3.7,3.7
internet_software?page=202,3.7,3.7,3.7
internet_software?page=203,3.7,3.7,3.7
internet_software?page=204,3.7,3.7,3.7
internet_software?page=205,3.7,3.7,3.7
internet_software?page=206,3.7,3.7,3.7
internet_software?page=207,3.7,3.7,3.7
internet_software?page=208,3.7,3.7,3.7
internet_software?page=209,3.7,3.7,3.7
internet_software?page=210,3.7,3.7,3.7
internet_software?page=211,3.7,3.7,3.7
internet_software?page=212,3.7,3.7,3.7
internet_software?page=213,3.7,3.7,3.7
internet_software?page=214,3.7,3.7,3.7
internet_software?page=215,3.7,3.7,3.7
internet_software?page=216,3.7,3.7,3.7
internet_software?page=217,3.7,3.7,3.7
internet_software?page=218,3.7,3.7,3.7
internet_software?page=219,3.7,3.7,3.7
internet_software?page=220,3.7,3.7,3.7
internet_software?page=221,3.7,3.7,3.7
internet_software?page=222,3.7,3.7,3.7
internet_software?page=223,3.7,3.7,3.7
internet_software?page=224,3.6,3.7,3.6550000000000002
internet_software?page=225,3.6,3.6,3.6
internet_software?page=226,3.6,3.6,3.6
internet_software?page=227,3.6,3.6,3.6
internet_software?page=228,3.6,3.6,3.6
internet_software?page=229,3.6,3.6,3.6
internet_software?page=230,3.6,3.6,3.6
internet_software?page=231,3.5,3.6,3.525
internet_software?page=232,3.5,3.5,3.5
internet_software?page=233,3.5,3.5,3.5
internet_software?page=234,3.5,3.5,3.5
internet_software?page=235,3.5,3.5,3.5
repair_services?page=1,4.5,4.9,4.755
repair_services?page=2,2.2,5.0,4.0200000000000005
repair_services?page=3,4.8,4.9,4.890000000000001
repair_services?page=4,4.7,4.8,4.79
repair_services?page=5,4.6,4.7,4.67
repair_services?page=6,4.5,4.6,4.53
repair_services?page=7,4.4,4.5,4.445
repair_services?page=8,4.3,4.3,4.3
repair_services?page=9,4.2,4.3,4.24
repair_services?page=10,4.2,4.2,4.2
repair_services?page=11,4.1,4.1,4.1
repair_services?page=12,4.0,4.0,4.0
repair_services?page=13,4.0,4.0,4.0
repair_services?page=14,3.9,4.0,3.9699999999999998
repair_services?page=15,3.8,3.9,3.84
repair_services?page=16,3.8,3.8,3.8
repair_services?page=17,3.7,3.8,3.77
repair_services?page=18,3.7,3.7,3.7
repair_services?page=19,3.7,3.7,3.7
repair_services?page=20,3.7,3.7,3.7
repair_services?page=21,3.7,3.7,3.7
repair_services?page=22,3.6,3.7,3.6550000000000002
repair_services?page=23,3.5,3.6,3.55
repair_services?page=24,3.2,3.4,3.263157894736842
repair_services?page=25,2.7,3.2,2.955
repair_services?page=26,2.0,2.7,2.4050000000000002
repair_services?page=27,1.3,2.0,1.71
adult_entertainment?page=1,4.4,4.8,4.66
adult_entertainment?page=2,3.6,4.4,4.11
adult_entertainment?page=3,1.5,4.9,4.3
adult_entertainment?page=4,4.4,4.6,4.515
adult_entertainment?page=5,4.2,4.4,4.32
adult_entertainment?page=6,4.1,4.2,4.155
adult_entertainment?page=7,4.0,4.1,4.035
adult_entertainment?page=8,3.9,4.0,3.945
adult_entertainment?page=9,3.8,3.9,3.8099999999999996
adult_entertainment?page=10,3.7,3.8,3.745
adult_entertainment?page=11,3.7,3.7,3.7
adult_entertainment?page=12,3.7,3.7,3.7
adult_entertainment?page=13,3.6,3.6,3.6
adult_entertainment?page=14,3.5,3.6,3.5300000000000002
adult_entertainment?page=15,3.4,3.5,3.4785714285714286
adult_entertainment?page=16,3.4,3.4,3.4
adult_entertainment?page=17,3.2,3.4,3.28
adult_entertainment?page=18,3.1,3.2,3.1750000000000003
adult_entertainment?page=19,2.8,3.1,2.975
adult_entertainment?page=20,2.5,2.8,2.71
adult_entertainment?page=21,2.1,2.5,2.36
adult_entertainment?page=22,1.5,2.1,1.84
adult_entertainment?page=23,1.3,1.5,1.35
childrens_entertainment?page=1,4.7,5.0,4.795
childrens_entertainment?page=2,4.2,4.7,4.45
childrens_entertainment?page=3,2.2,4.2,3.575
childrens_entertainment?page=4,1.9,5.0,4.65
childrens_entertainment?page=5,4.5,4.7,4.58
childrens_entertainment?page=6,4.3,4.5,4.425
childrens_entertainment?page=7,4.2,4.3,4.26
childrens_entertainment?page=8,4.1,4.2,4.18
childrens_entertainment?page=9,4.0,4.1,4.05
childrens_entertainment?page=10,3.9,4.0,3.98
childrens_entertainment?page=11,3.8,3.8,3.8
childrens_entertainment?page=12,3.7,3.8,3.71
childrens_entertainment?page=13,3.7,3.7,3.7
childrens_entertainment?page=14,3.6,3.7,3.645
childrens_entertainment?page=15,3.3,3.5,3.4210526315789473
childrens_entertainment?page=16,2.9,3.3,3.045
childrens_entertainment?page=17,2.6,2.9,2.755
childrens_entertainment?page=18,2.2,2.6,2.45
childrens_entertainment?page=19,1.6,2.2,1.8900000000000001
childrens_entertainment?page=20,1.2,1.6,1.3846153846153846
clubbing_nightlife?page=1,2.2,4.8,3.9923076923076923
events_venues?page=1,4.6,4.9,4.795
events_venues?page=2,3.8,4.6,4.2299999999999995
events_venues?page=3,2.2,5.0,4.46
events_venues?page=4,4.7,4.8,4.72
events_venues?page=5,4.5,4.7,4.595
events_venues?page=6,4.4,4.5,4.48
events_venues?page=7,4.3,4.4,4.345
events_venues?page=8,4.2,4.3,4.235
events_venues?page=9,4.1,4.2,4.145
events_venues?page=10,4.0,4.1,4.035
events_venues?page=11,3.9,4.0,3.985
events_venues?page=12,3.8,3.9,3.8099999999999996
events_venues?page=13,3.7,3.8,3.775
events_venues?page=14,3.7,3.7,3.7
events_venues?page=15,3.7,3.7,3.7
events_venues?page=16,3.7,3.7,3.7
events_venues?page=17,3.5,3.7,3.5812500000000003
events_venues?page=18,3.1,3.4,3.28125
events_venues?page=19,2.2,3.0,2.635
events_venues?page=20,1.1,2.1,1.6692307692307693
gambling?page=1,2.2,4.8,4.5
gambling?page=2,4.3,4.6,4.42
gambling?page=3,4.1,4.3,4.2
gambling?page=4,3.9,4.1,3.995
gambling?page=5,3.7,3.9,3.81
gambling?page=6,3.7,3.7,3.7
gambling?page=7,3.6,3.7,3.6900000000000004
gambling?page=8,3.5,3.6,3.5526315789473686
gambling?page=9,3.2,3.4,3.3055555555555554
gambling?page=10,2.9,3.2,3.015
gambling?page=11,2.5,2.8,2.65
gambling?page=12,2.0,2.5,2.29
gambling?page=13,1.2,1.9,1.6555555555555557
gaming?page=1,4.9,5.0,4.915
gaming?page=2,4.8,4.9,4.82
gaming?page=3,4.7,4.8,4.755
gaming?page=4,4.6,4.7,4.645
gaming?page=5,4.3,4.6,4.455
gaming?page=6,3.9,4.3,4.155
gaming?page=7,1.4,5.0,3.995
gaming?page=8,4.9,4.9,4.9
gaming?page=9,4.8,4.9,4.8950000000000005
gaming?page=10,4.8,4.8,4.8
gaming?page=11,4.7,4.8,4.795
gaming?page=12,4.7,4.7,4.7
gaming?page=13,4.6,4.7,4.675
gaming?page=14,4.6,4.6,4.6
gaming?page=15,4.6,4.6,4.6
gaming?page=16,4.5,4.6,4.545
gaming?page=17,4.5,4.5,4.5
gaming?page=18,4.5,4.5,4.5
gaming?page=19,4.4,4.5,4.405
gaming?page=20,4.4,4.4,4.4
gaming?page=21,4.3,4.4,4.38
gaming?page=22,4.3,4.3,4.3
gaming?page=23,4.3,4.3,4.3
gaming?page=24,4.2,4.3,4.27
gaming?page=25,4.2,4.2,4.2
gaming?page=26,4.1,4.2,4.16
gaming?page=27,4.1,4.1,4.1
gaming?page=28,4.0,4.1,4.055
gaming?page=29,4.0,4.0,4.0
gaming?page=30,4.0,4.0,4.0
gaming?page=31,3.9,4.0,3.98
gaming?page=32,3.9,3.9,3.9
gaming?page=33,3.8,3.9,3.8099999999999996
gaming?page=34,3.8,3.8,3.8
gaming?page=35,3.8,3.8,3.8
gaming?page=36,3.7,3.7,3.7
gaming?page=37,3.7,3.7,3.7
gaming?page=38,3.7,3.7,3.7
gaming?page=39,3.7,3.7,3.7
gaming?page=40,3.7,3.7,3.7
gaming?page=41,3.6,3.7,3.6100000000000003
gaming?page=42,3.5,3.6,3.5176470588235293
gaming?page=43,3.3,3.4,3.393333333333333
gaming?page=44,3.2,3.3,3.26
gaming?page=45,3.1,3.2,3.17
gaming?page=46,2.9,3.1,3.025
gaming?page=47,2.8,2.9,2.86
gaming?page=48,2.6,2.8,2.715
gaming?page=49,2.4,2.6,2.5
gaming?page=50,2.1,2.4,2.2
gaming?page=51,1.7,2.1,1.885
gaming?page=52,1.4,1.7,1.515
gaming?page=53,1.1,1.4,1.2307692307692308
museums_exibits?page=1,4.3,4.9,4.665
museums_exibits?page=2,4.5,4.9,4.655
museums_exibits?page=3,4.0,4.5,4.23
museums_exibits?page=4,3.7,4.0,3.81
museums_exibits?page=5,3.1,3.7,3.545
museums_exibits?page=6,1.5,3.1,2.3375
music_movies?page=1,3.5,5.0,4.6049999999999995
music_movies?page=2,4.1,4.5,4.315
music_movies?page=3,3.8,4.0,3.915
music_movies?page=4,3.7,3.8,3.74
music_movies?page=5,3.6,3.7,3.665
music_movies?page=6,2.5,3.5,3.17
music_movies?page=7,1.3,2.4,1.7210526315789474
theater_opera?page=1,2.2,4.7,3.784615384615385
wedding_party?page=1,4.9,5.0,4.91
wedding_party?page=2,4.7,4.9,4.775
wedding_party?page=3,4.6,4.7,4.68
wedding_party?page=4,4.5,4.6,4.56
wedding_party?page=5,4.2,4.5,4.34
wedding_party?page=6,3.8,4.2,4.0
wedding_party?page=7,1.9,5.0,3.815
wedding_party?page=8,4.7,4.9,4.8149999999999995
wedding_party?page=9,4.7,4.7,4.7
wedding_party?page=10,4.6,4.7,4.66
wedding_party?page=11,4.5,4.6,4.585
wedding_party?page=12,4.4,4.5,4.48
wedding_party?page=13,4.4,4.4,4.4
wedding_party?page=14,4.3,4.4,4.325
wedding_party?page=15,4.3,4.3,4.3
wedding_party?page=16,4.2,4.3,4.285
wedding_party?page=17,4.2,4.2,4.2
wedding_party?page=18,4.1,4.2,4.12
wedding_party?page=19,4.0,4.1,4.025
wedding_party?page=20,4.0,4.0,4.0
wedding_party?page=21,3.9,4.0,3.965
wedding_party?page=22,3.8,3.9,3.84
wedding_party?page=23,3.8,3.8,3.8
wedding_party?page=24,3.7,3.8,3.78
wedding_party?page=25,3.7,3.7,3.7
wedding_party?page=26,3.7,3.7,3.7
wedding_party?page=27,3.7,3.7,3.7
wedding_party?page=28,3.6,3.7,3.63
wedding_party?page=29,3.4,3.5,3.4846153846153847
wedding_party?page=30,3.2,3.4,3.34
wedding_party?page=31,3.1,3.2,3.16
wedding_party?page=32,2.9,3.1,2.965
wedding_party?page=33,2.7,2.9,2.815
wedding_party?page=34,2.3,2.7,2.515
wedding_party?page=35,1.9,2.3,2.0949999999999998
