Category,Min Trust Score,Max Trust Score,Avg Trust Score
investments_wealth?page=58,4.5,4.5,4.5
investments_wealth?page=59,4.5,4.5,4.5
investments_wealth?page=60,4.5,4.5,4.5
investments_wealth?page=61,4.4,4.5,4.405
investments_wealth?page=62,4.4,4.4,4.4
investments_wealth?page=63,4.4,4.4,4.4
investments_wealth?page=64,4.4,4.4,4.4
investments_wealth?page=65,4.4,4.4,4.4
investments_wealth?page=66,4.4,4.4,4.4
investments_wealth?page=67,4.3,4.4,4.37
investments_wealth?page=68,4.3,4.3,4.3
investments_wealth?page=69,4.3,4.3,4.3
investments_wealth?page=70,4.3,4.3,4.3
investments_wealth?page=71,4.3,4.3,4.3
investments_wealth?page=72,4.3,4.3,4.3
investments_wealth?page=73,4.3,4.3,4.3
investments_wealth?page=74,4.3,4.3,4.3
investments_wealth?page=75,4.3,4.3,4.3
investments_wealth?page=76,4.2,4.3,4.245
investments_wealth?page=77,4.2,4.2,4.2
investments_wealth?page=78,4.2,4.2,4.2
investments_wealth?page=79,4.2,4.2,4.2
investments_wealth?page=80,4.2,4.2,4.2
investments_wealth?page=81,4.2,4.2,4.2
investments_wealth?page=82,4.1,4.2,4.1850000000000005
investments_wealth?page=83,4.1,4.1,4.1
investments_wealth?page=84,4.1,4.1,4.1
investments_wealth?page=85,4.1,4.1,4.1
investments_wealth?page=86,4.1,4.1,4.1
investments_wealth?page=87,4.1,4.1,4.1
investments_wealth?page=88,4.1,4.1,4.1
investments_wealth?page=89,4.1,4.1,4.1
investments_wealth?page=90,4.0,4.0,4.0
investments_wealth?page=91,4.0,4.0,4.0
investments_wealth?page=92,4.0,4.0,4.0
investments_wealth?page=93,4.0,4.0,4.0
investments_wealth?page=94,4.0,4.0,4.0
investments_wealth?page=95,4.0,4.0,4.0
investments_wealth?page=96,4.0,4.0,4.0
investments_wealth?page=97,4.0,4.0,4.0
investments_wealth?page=98,4.0,4.0,4.0
investments_wealth?page=99,4.0,4.0,4.0
investments_wealth?page=100,4.0,4.0,4.0
investments_wealth?page=101,4.0,4.0,4.0
investments_wealth?page=102,4.0,4.0,4.0
investments_wealth?page=103,3.9,3.9,3.9
investments_wealth?page=104,3.9,3.9,3.9
investments_wealth?page=105,3.9,3.9,3.9
investments_wealth?page=106,3.8,3.9,3.8649999999999998
investments_wealth?page=107,3.8,3.8,3.8
investments_wealth?page=108,3.8,3.8,3.8
investments_wealth?page=109,3.8,3.8,3.8
investments_wealth?page=110,3.8,3.8,3.8
investments_wealth?page=111,3.8,3.8,3.8
investments_wealth?page=112,3.8,3.8,3.8
investments_wealth?page=113,3.8,3.8,3.8
investments_wealth?page=114,3.8,3.8,3.8
investments_wealth?page=115,3.8,3.8,3.8
investments_wealth?page=116,3.8,3.8,3.8
investments_wealth?page=117,3.7,3.8,3.75
investments_wealth?page=118,3.7,3.7,3.7
investments_wealth?page=119,3.7,3.7,3.7
investments_wealth?page=120,3.7,3.7,3.7
investments_wealth?page=121,3.7,3.7,3.7
investments_wealth?page=122,3.7,3.7,3.7
investments_wealth?page=123,3.7,3.7,3.7
investments_wealth?page=124,3.7,3.7,3.7
investments_wealth?page=125,3.7,3.7,3.7
investments_wealth?page=126,3.7,3.7,3.7
investments_wealth?page=127,3.7,3.7,3.7
investments_wealth?page=128,3.7,3.7,3.7
investments_wealth?page=129,3.7,3.7,3.7
investments_wealth?page=130,3.7,3.7,3.7
investments_wealth?page=131,3.7,3.7,3.7
investments_wealth?page=132,3.7,3.7,3.7
investments_wealth?page=133,3.7,3.7,3.7
investments_wealth?page=134,3.7,3.7,3.7
investments_wealth?page=135,3.6,3.7,3.64
investments_wealth?page=136,3.6,3.6,3.6
investments_wealth?page=137,3.6,3.6,3.6
investments_wealth?page=138,3.6,3.6,3.6
investments_wealth?page=139,3.5,3.6,3.515
investments_wealth?page=140,3.5,3.5,3.5
investments_wealth?page=141,3.5,3.5,3.5
real_estate?page=1,4.5,5.0,4.725
real_estate?page=2,1.4,4.9,3.99
real_estate?page=3,4.8,4.9,4.84
real_estate?page=4,4.7,4.8,4.705
real_estate?page=5,4.6,4.7,4.609999999999999
real_estate?page=6,4.5,4.6,4.53
real_estate?page=7,4.4,4.5,4.445
real_estate?page=8,4.4,4.4,4.4
real_estate?page=9,4.3,4.4,4.325
real_estate?page=10,4.3,4.3,4.3
real_estate?page=11,4.2,4.3,4.22
real_estate?page=12,4.1,4.2,4.155
real_estate?page=13,4.0,4.1,4.069999999999999
real_estate?page=14,4.0,4.0,4.0
real_estate?page=15,4.0,4.0,4.0
real_estate?page=16,3.9,4.0,3.975
real_estate?page=17,3.8,3.9,3.8499999999999996
real_estate?page=18,3.8,3.8,3.8
real_estate?page=19,3.8,3.8,3.8
real_estate?page=20,3.7,3.8,3.76
real_estate?page=21,3.7,3.7,3.7
real_estate?page=22,3.7,3.7,3.7
real_estate?page=23,3.7,3.7,3.7
real_estate?page=24,3.7,3.7,3.7
real_estate?page=25,3.7,3.7,3.7
real_estate?page=26,3.5,3.6,3.588888888888889
real_estate?page=27,3.3,3.4,3.38
real_estate?page=28,3.1,3.3,3.205
real_estate?page=29,2.9,3.1,2.9699999999999998
real_estate?page=30,2.5,2.8,2.695
real_estate?page=31,1.5,2.4,2.005
real_estate?page=32,1.2,1.5,1.3666666666666667
employment_career?page=1,4.8,4.9,4.855
employment_career?page=2,4.6,4.8,4.725
employment_career?page=3,4.1,4.6,4.43
employment_career?page=4,1.9,5.0,4.48
employment_career?page=5,4.8,4.9,4.855
employment_career?page=6,4.8,4.8,4.8
employment_career?page=7,4.7,4.8,4.745
employment_career?page=8,4.7,4.7,4.7
employment_career?page=9,4.6,4.7,4.655
employment_career?page=10,4.6,4.6,4.6
employment_career?page=11,4.5,4.6,4.53
employment_career?page=12,4.4,4.5,4.475
employment_career?page=13,4.4,4.4,4.4
employment_career?page=14,4.3,4.4,4.365
employment_career?page=15,4.3,4.3,4.3
employment_career?page=16,4.2,4.3,4.265
employment_career?page=17,4.1,4.2,4.17
employment_career?page=18,4.0,4.1,4.045
employment_career?page=19,4.0,4.0,4.0
employment_career?page=20,3.9,4.0,3.99
employment_career?page=21,3.8,3.9,3.83
employment_career?page=22,3.7,3.8,3.795
employment_career?page=23,3.7,3.7,3.7
employment_career?page=24,3.7,3.7,3.7
employment_career?page=25,3.6,3.7,3.67
employment_career?page=26,3.2,3.5,3.3473684210526313
employment_career?page=27,2.8,3.2,2.99
employment_career?page=28,1.2,2.7,2.14
funeral_memorial?page=1,4.0,4.9,4.6
funeral_memorial?page=2,2.8,4.0,3.67
housing_associations?page=1,1.7,4.6,3.2846153846153845
kids_family?page=1,1.9,4.9,4.2
kids_family?page=2,3.3,4.4,3.936842105263158
kids_family?page=3,2.3,3.2,2.7
military_veteran?page=1,3.7,4.8,4.23
nature_environment?page=1,3.3,4.9,4.595
nature_environment?page=2,3.8,4.6,4.22
nature_environment?page=3,3.4,3.8,3.66
nature_environment?page=4,1.8,3.3,2.8153846153846156
professional_organizations?page=1,4.9,5.0,4.91
professional_organizations?page=2,4.8,4.9,4.805
professional_organizations?page=3,4.7,4.8,4.745
professional_organizations?page=4,4.6,4.7,4.63
professional_organizations?page=5,4.3,4.6,4.45
professional_organizations?page=6,3.7,4.3,3.975
professional_organizations?page=7,2.4,5.0,4.12
professional_organizations?page=8,4.9,4.9,4.9
professional_organizations?page=9,4.8,4.9,4.865
professional_organizations?page=10,4.8,4.8,4.8
professional_organizations?page=11,4.8,4.8,4.8
professional_organizations?page=12,4.7,4.7,4.7
professional_organizations?page=13,4.7,4.7,4.7
professional_organizations?page=14,4.6,4.7,4.609999999999999
professional_organizations?page=15,4.6,4.6,4.6
professional_organizations?page=16,4.5,4.6,4.545
professional_organizations?page=17,4.5,4.5,4.5
professional_organizations?page=18,4.4,4.5,4.430000000000001
professional_organizations?page=19,4.4,4.4,4.4
professional_organizations?page=20,4.3,4.4,4.305
professional_organizations?page=21,4.3,4.3,4.3
professional_organizations?page=22,4.2,4.3,4.245
professional_organizations?page=23,4.1,4.2,4.18
professional_organizations?page=24,4.1,4.1,4.1
professional_organizations?page=25,4.0,4.1,4.01
professional_organizations?page=26,4.0,4.0,4.0
professional_organizations?page=27,4.0,4.0,4.0
professional_organizations?page=28,3.9,4.0,3.935
professional_organizations?page=29,3.8,3.9,3.84
professional_organizations?page=30,3.8,3.8,3.8
professional_organizations?page=31,3.8,3.8,3.8
professional_organizations?page=32,3.7,3.8,3.7150000000000003
professional_organizations?page=33,3.7,3.7,3.7
professional_organizations?page=34,3.7,3.7,3.7
professional_organizations?page=35,3.7,3.7,3.7
professional_organizations?page=36,3.6,3.7,3.67
professional_organizations?page=37,3.5,3.6,3.5529411764705885
professional_organizations?page=38,3.3,3.4,3.333333333333333
professional_organizations?page=39,3.1,3.3,3.19
professional_organizations?page=40,2.9,3.1,3.01
professional_organizations?page=41,2.8,2.9,2.835
professional_organizations?page=42,2.5,2.7,2.59
professional_organizations?page=43,2.3,2.4,2.355
professional_organizations?page=44,2.0,2.2,2.1
professional_organizations?page=45,1.8,2.0,1.8699999999999999
professional_organizations?page=46,1.4,1.8,1.605
professional_organizations?page=47,1.1,1.4,1.275
public_services_welfare?page=1,3.4,4.9,4.525
public_services_welfare?page=2,4.5,4.9,4.65
public_services_welfare?page=3,4.3,4.5,4.39
public_services_welfare?page=4,4.0,4.2,4.115
public_services_welfare?page=5,3.8,4.0,3.8499999999999996
public_services_welfare?page=6,3.7,3.8,3.705
public_services_welfare?page=7,3.4,3.7,3.6
public_services_welfare?page=8,2.3,3.3,2.925
public_services_welfare?page=9,2.0,2.0,2.0
religious_institutions?page=1,3.7,4.8,4.285
religious_institutions?page=2,3.1,3.7,3.4875000000000003
shelters_homes?page=1,2.8,4.8,3.775
waste_management?page=1,3.6,5.0,4.5649999999999995
waste_management?page=2,4.0,4.6,4.31
waste_management?page=3,3.7,4.0,3.8
waste_management?page=4,1.2,3.7,2.930769230769231
african_pacific_cuisine?page=1,3.9,4.2,4.033333333333333
bars_cafes?page=1,3.8,4.8,4.295
bars_cafes?page=2,2.2,3.8,3.414285714285714
chinese_korean_cuisine?page=1,2.5,4.3,3.533333333333333
european_cuisine?page=1,3.7,4.8,4.185714285714286
general_restaurants?page=1,3.6,4.8,4.405
general_restaurants?page=2,3.8,4.1,3.98
general_restaurants?page=3,3.3,3.7,3.6210526315789475
general_restaurants?page=4,1.3,3.2,2.3
japanese_cuisine?page=1,3.7,4.0,3.7600000000000002
mediterranean_cuisine?page=1,2.9,4.6,3.9555555555555557
middle_eastern_cuisine?page=1,3.6,4.7,4.0285714285714285
north_south_american_cuisine?page=1,3.7,4.7,4.045
north_south_american_cuisine?page=2,3.3,3.7,3.525
southeast_asian_cuisine?page=1,1.7,4.7,3.79
takeaway?page=1,4.2,4.9,4.63
takeaway?page=2,3.8,4.9,4.42
takeaway?page=3,4.5,4.7,4.56
takeaway?page=4,4.0,4.4,4.205
takeaway?page=5,3.7,4.0,3.84
takeaway?page=6,3.0,3.6,3.3666666666666667
takeaway?page=7,1.4,2.9,2.1526315789473682
vegetarian_diet?page=1,3.3,4.7,4.021428571428571
accessories?page=1,4.9,5.0,4.905
accessories?page=2,4.8,4.8,4.8
accessories?page=3,4.7,4.7,4.7
accessories?page=4,4.5,4.7,4.59
accessories?page=5,4.4,4.5,4.455
accessories?page=6,4.2,4.4,4.295
accessories?page=7,3.8,4.2,4.06
accessories?page=8,3.4,3.8,3.69
accessories?page=9,2.0,5.0,3.075
accessories?page=10,4.8,4.9,4.84
accessories?page=11,4.7,4.8,4.775
accessories?page=12,4.7,4.7,4.7
accessories?page=13,4.6,4.7,4.65
accessories?page=14,4.6,4.6,4.6
accessories?page=15,4.5,4.6,4.525
accessories?page=16,4.4,4.5,4.455
accessories?page=17,4.4,4.4,4.4
accessories?page=18,4.3,4.4,4.335
accessories?page=19,4.3,4.3,4.3
accessories?page=20,4.3,4.3,4.3
accessories?page=21,4.2,4.3,4.22
accessories?page=22,4.2,4.2,4.2
accessories?page=23,4.1,4.2,4.135
accessories?page=24,4.1,4.1,4.1
accessories?page=25,4.0,4.1,4.04
accessories?page=26,4.0,4.0,4.0
accessories?page=27,4.0,4.0,4.0
accessories?page=28,3.9,4.0,3.995
accessories?page=29,3.9,3.9,3.9
accessories?page=30,3.8,3.9,3.8449999999999998
accessories?page=31,3.8,3.8,3.8
accessories?page=32,3.8,3.8,3.8
accessories?page=33,3.8,3.8,3.8
accessories?page=34,3.7,3.8,3.745
accessories?page=35,3.7,3.7,3.7
accessories?page=36,3.7,3.7,3.7
accessories?page=37,3.7,3.7,3.7
accessories?page=38,3.7,3.7,3.7
accessories?page=39,3.7,3.7,3.7
accessories?page=40,3.6,3.7,3.6950000000000003
accessories?page=41,3.6,3.6,3.6
accessories?page=42,3.5,3.6,3.535
accessories?page=43,3.5,3.5,3.5
accessories?page=44,3.4,3.4,3.4
accessories?page=45,3.3,3.4,3.3449999999999998
accessories?page=46,3.2,3.3,3.22
accessories?page=47,3.1,3.2,3.16
accessories?page=48,3.0,3.1,3.025
accessories?page=49,2.8,3.0,2.8899999999999997
accessories?page=50,2.7,2.8,2.75
accessories?page=51,2.5,2.7,2.605
accessories?page=52,2.3,2.5,2.41
accessories?page=53,1.9,2.2,2.055
accessories?page=54,1.7,1.9,1.795
accessories?page=55,1.4,1.7,1.4949999999999999
accessories?page=56,1.2,1.4,1.2666666666666666
clothing_underwear?page=1,4.9,5.0,4.91
clothing_underwear?page=2,4.8,4.9,4.84
clothing_underwear?page=3,4.8,4.8,4.8
clothing_underwear?page=4,4.8,4.8,4.8
clothing_underwear?page=5,4.7,4.8,4.74
clothing_underwear?page=6,4.7,4.7,4.7
clothing_underwear?page=7,4.7,4.7,4.7
clothing_underwear?page=8,4.6,4.7,4.645
clothing_underwear?page=9,4.6,4.6,4.6
clothing_underwear?page=10,4.5,4.6,4.545
clothing_underwear?page=11,4.5,4.5,4.5
clothing_underwear?page=12,4.4,4.5,4.44
clothing_underwear?page=13,4.4,4.4,4.4
clothing_underwear?page=14,4.3,4.4,4.3149999999999995
clothing_underwear?page=15,4.2,4.3,4.295
clothing_underwear?page=16,4.2,4.2,4.2
clothing_underwear?page=17,4.1,4.2,4.195
clothing_underwear?page=18,4.1,4.1,4.1
clothing_underwear?page=19,4.0,4.1,4.0649999999999995
clothing_underwear?page=20,4.0,4.0,4.0
clothing_underwear?page=21,3.9,3.9,3.9
clothing_underwear?page=22,3.8,3.9,3.815
clothing_underwear?page=23,3.7,3.8,3.76
clothing_underwear?page=24,3.6,3.7,3.625
clothing_underwear?page=25,3.5,3.6,3.51
clothing_underwear?page=26,3.4,3.5,3.425
clothing_underwear?page=27,3.2,3.4,3.28
clothing_underwear?page=28,3.1,3.2,3.1500000000000004
clothing_underwear?page=29,2.5,3.0,2.775
clothing_underwear?page=30,1.8,2.5,2.195
clothing_underwear?page=31,1.3,5.0,3.6100000000000003
clothing_underwear?page=32,4.9,4.9,4.9
clothing_underwear?page=33,4.8,4.9,4.885000000000001
clothing_underwear?page=34,4.8,4.8,4.8
clothing_underwear?page=35,4.8,4.8,4.8
clothing_underwear?page=36,4.8,4.8,4.8
clothing_underwear?page=37,4.7,4.8,4.75
clothing_underwear?page=38,4.7,4.7,4.7
clothing_underwear?page=39,4.7,4.7,4.7
clothing_underwear?page=40,4.7,4.7,4.7
clothing_underwear?page=41,4.7,4.7,4.7
clothing_underwear?page=42,4.6,4.7,4.614999999999999
clothing_underwear?page=43,4.6,4.6,4.6
clothing_underwear?page=44,4.6,4.6,4.6
clothing_underwear?page=45,4.6,4.6,4.6
clothing_underwear?page=46,4.6,4.6,4.6
clothing_underwear?page=47,4.5,4.6,4.54
clothing_underwear?page=48,4.5,4.5,4.5
clothing_underwear?page=49,4.5,4.5,4.5
clothing_underwear?page=50,4.5,4.5,4.5
clothing_underwear?page=51,4.4,4.5,4.485
clothing_underwear?page=52,4.4,4.4,4.4
clothing_underwear?page=53,4.4,4.4,4.4
clothing_underwear?page=54,4.4,4.4,4.4
clothing_underwear?page=55,4.4,4.4,4.4
clothing_underwear?page=56,4.4,4.4,4.4
clothing_underwear?page=57,4.4,4.4,4.4
clothing_underwear?page=58,4.3,4.4,4.36
clothing_underwear?page=59,4.3,4.3,4.3
clothing_underwear?page=60,4.3,4.3,4.3
clothing_underwear?page=61,4.3,4.3,4.3
clothing_underwear?page=62,4.3,4.3,4.3
clothing_underwear?page=63,4.3,4.3,4.3
clothing_underwear?page=64,4.3,4.3,4.3
clothing_underwear?page=65,4.3,4.3,4.3
clothing_underwear?page=66,4.3,4.3,4.3
clothing_underwear?page=67,4.2,4.3,4.275
clothing_underwear?page=68,4.2,4.2,4.2
clothing_underwear?page=69,4.2,4.2,4.2
clothing_underwear?page=70,4.2,4.2,4.2
clothing_underwear?page=71,4.2,4.2,4.2
clothing_underwear?page=72,4.2,4.2,4.2
clothing_underwear?page=73,4.2,4.2,4.2
clothing_underwear?page=74,4.2,4.2,4.2
clothing_underwear?page=75,4.1,4.2,4.1850000000000005
clothing_underwear?page=76,4.1,4.1,4.1
clothing_underwear?page=77,4.1,4.1,4.1
clothing_underwear?page=78,4.1,4.1,4.1
clothing_underwear?page=79,4.1,4.1,4.1
clothing_underwear?page=80,4.1,4.1,4.1
clothing_underwear?page=81,4.1,4.1,4.1
clothing_underwear?page=82,4.1,4.1,4.1
clothing_underwear?page=83,4.1,4.1,4.1
clothing_underwear?page=84,4.1,4.1,4.1
clothing_underwear?page=85,4.1,4.1,4.1
clothing_underwear?page=86,4.0,4.1,4.03
clothing_underwear?page=87,4.0,4.0,4.0
clothing_underwear?page=88,4.0,4.0,4.0
clothing_underwear?page=89,4.0,4.0,4.0
clothing_underwear?page=90,4.0,4.0,4.0
clothing_underwear?page=91,4.0,4.0,4.0
clothing_underwear?page=92,4.0,4.0,4.0
clothing_underwear?page=93,4.0,4.0,4.0
clothing_underwear?page=94,4.0,4.0,4.0
clothing_underwear?page=95,4.0,4.0,4.0
clothing_underwear?page=96,4.0,4.0,4.0
clothing_underwear?page=97,4.0,4.0,4.0
clothing_underwear?page=98,4.0,4.0,4.0
clothing_underwear?page=99,4.0,4.0,4.0
clothing_underwear?page=100,4.0,4.0,4.0
clothing_underwear?page=101,4.0,4.0,4.0
clothing_underwear?page=102,4.0,4.0,4.0
clothing_underwear?page=103,3.9,4.0,3.915
clothing_underwear?page=104,3.9,3.9,3.9
clothing_underwear?page=105,3.9,3.9,3.9
clothing_underwear?page=106,3.9,3.9,3.9
clothing_underwear?page=107,3.9,3.9,3.9
clothing_underwear?page=108,3.9,3.9,3.9
clothing_underwear?page=109,3.8,3.9,3.815
clothing_underwear?page=110,3.8,3.8,3.8
clothing_underwear?page=111,3.8,3.8,3.8
clothing_underwear?page=112,3.8,3.8,3.8
clothing_underwear?page=113,3.8,3.8,3.8
clothing_underwear?page=114,3.8,3.8,3.8
clothing_underwear?page=115,3.8,3.8,3.8
clothing_underwear?page=116,3.8,3.8,3.8
clothing_underwear?page=117,3.8,3.8,3.8
clothing_underwear?page=118,3.8,3.8,3.8
clothing_underwear?page=119,3.8,3.8,3.8
clothing_underwear?page=120,3.8,3.8,3.8
clothing_underwear?page=121,3.8,3.8,3.8
clothing_underwear?page=122,3.8,3.8,3.8
clothing_underwear?page=123,3.7,3.8,3.735
clothing_underwear?page=124,3.7,3.7,3.7
clothing_underwear?page=125,3.7,3.7,3.7
clothing_underwear?page=126,3.7,3.7,3.7
clothing_underwear?page=127,3.7,3.7,3.7
clothing_underwear?page=128,3.7,3.7,3.7
clothing_underwear?page=129,3.7,3.7,3.7
clothing_underwear?page=130,3.7,3.7,3.7
clothing_underwear?page=131,3.7,3.7,3.7
clothing_underwear?page=132,3.7,3.7,3.7
clothing_underwear?page=133,3.7,3.7,3.7
clothing_underwear?page=134,3.7,3.7,3.7
clothing_underwear?page=135,3.7,3.7,3.7
clothing_underwear?page=136,3.7,3.7,3.7
clothing_underwear?page=137,3.7,3.7,3.7
clothing_underwear?page=138,3.7,3.7,3.7
clothing_underwear?page=139,3.7,3.7,3.7
clothing_underwear?page=140,3.7,3.7,3.7
clothing_underwear?page=141,3.7,3.7,3.7
clothing_underwear?page=142,3.7,3.7,3.7
clothing_underwear?page=143,3.7,3.7,3.7
clothing_underwear?page=144,3.7,3.7,3.7
clothing_underwear?page=145,3.6,3.7,3.625
clothing_underwear?page=146,3.6,3.6,3.6
clothing_underwear?page=147,3.6,3.6,3.6
clothing_underwear?page=148,3.6,3.6,3.6
clothing_underwear?page=149,3.6,3.6,3.6
clothing_underwear?page=150,3.5,3.6,3.59
clothing_underwear?page=151,3.5,3.5,3.5
clothing_underwear?page=152,3.5,3.5,3.5
clothing_underwear?page=153,3.5,3.5,3.5
clothing_underwear?page=154,3.5,3.5,3.5
clothing_rental_repair?page=1,4.1,4.9,4.465
clothing_rental_repair?page=2,3.7,4.1,3.85
clothing_rental_repair?page=3,2.5,3.7,3.431578947368421
clothing_rental_repair?page=4,1.3,2.1,1.7000000000000002
costume_wedding?page=1,4.2,4.9,4.57
costume_wedding?page=2,2.4,4.9,4.27
costume_wedding?page=3,4.3,4.6,4.435
costume_wedding?page=4,4.1,4.3,4.185
costume_wedding?page=5,4.0,4.1,4.035
costume_wedding?page=6,3.8,4.0,3.84
costume_wedding?page=7,3.7,3.8,3.735
costume_wedding?page=8,3.5,3.7,3.645
costume_wedding?page=9,3.2,3.5,3.3444444444444446
costume_wedding?page=10,2.7,3.2,3.025
costume_wedding?page=11,2.0,2.7,2.375
costume_wedding?page=12,1.2,1.9,1.5153846153846153
jewelry_watches?page=1,4.8,5.0,4.890000000000001
jewelry_watches?page=2,4.7,4.8,4.79
jewelry_watches?page=3,4.6,4.7,4.68
jewelry_watches?page=4,4.5,4.6,4.555
jewelry_watches?page=5,4.2,4.5,4.35
jewelry_watches?page=6,4.1,4.2,4.15
jewelry_watches?page=7,3.8,4.1,3.94
jewelry_watches?page=8,2.3,3.7,3.24
jewelry_watches?page=9,2.0,5.0,4.765000000000001
jewelry_watches?page=10,4.8,4.9,4.86
jewelry_watches?page=11,4.8,4.8,4.8
jewelry_watches?page=12,4.8,4.8,4.8
jewelry_watches?page=13,4.7,4.8,4.73
jewelry_watches?page=14,4.7,4.7,4.7
jewelry_watches?page=15,4.6,4.7,4.65
jewelry_watches?page=16,4.6,4.6,4.6
jewelry_watches?page=17,4.5,4.6,4.574999999999999
jewelry_watches?page=18,4.5,4.5,4.5
jewelry_watches?page=19,4.4,4.5,4.41
jewelry_watches?page=20,4.4,4.4,4.4
jewelry_watches?page=21,4.4,4.4,4.4
jewelry_watches?page=22,4.3,4.4,4.32
jewelry_watches?page=23,4.3,4.3,4.3
jewelry_watches?page=24,4.3,4.3,4.3
jewelry_watches?page=25,4.2,4.3,4.275
jewelry_watches?page=26,4.2,4.2,4.2
jewelry_watches?page=27,4.2,4.2,4.2
jewelry_watches?page=28,4.1,4.2,4.18
jewelry_watches?page=29,4.1,4.1,4.1
jewelry_watches?page=30,4.0,4.1,4.08
jewelry_watches?page=31,4.0,4.0,4.0
jewelry_watches?page=32,4.0,4.0,4.0
jewelry_watches?page=33,4.0,4.0,4.0
jewelry_watches?page=34,4.0,4.0,4.0
jewelry_watches?page=35,3.9,4.0,3.935
jewelry_watches?page=36,3.8,3.9,3.8499999999999996
jewelry_watches?page=37,3.8,3.8,3.8
jewelry_watches?page=38,3.8,3.8,3.8
jewelry_watches?page=39,3.8,3.8,3.8
jewelry_watches?page=40,3.7,3.8,3.755
jewelry_watches?page=41,3.7,3.7,3.7
jewelry_watches?page=42,3.7,3.7,3.7
jewelry_watches?page=43,3.7,3.7,3.7
jewelry_watches?page=44,3.7,3.7,3.7
jewelry_watches?page=45,3.7,3.7,3.7
jewelry_watches?page=46,3.6,3.7,3.6500000000000004
jewelry_watches?page=47,3.5,3.6,3.54
jewelry_watches?page=48,3.4,3.5,3.4625
jewelry_watches?page=49,3.3,3.4,3.37
jewelry_watches?page=50,3.2,3.3,3.235
jewelry_watches?page=51,2.9,3.2,3.045
jewelry_watches?page=52,2.9,2.9,2.9
jewelry_watches?page=53,2.7,2.8,2.755
jewelry_watches?page=54,2.4,2.6,2.55
jewelry_watches?page=55,2.0,2.4,2.245
jewelry_watches?page=56,1.7,2.0,1.855
jewelry_watches?page=57,1.5,1.7,1.59
jewelry_watches?page=58,1.2,1.4,1.3142857142857143
malls_marketplaces?page=1,4.8,5.0,4.875
malls_marketplaces?page=2,4.7,4.8,4.73
malls_marketplaces?page=3,4.6,4.7,4.625
malls_marketplaces?page=4,4.5,4.6,4.53
malls_marketplaces?page=5,4.3,4.5,4.375
malls_marketplaces?page=6,4.1,4.3,4.215
malls_marketplaces?page=7,3.8,4.1,3.985
malls_marketplaces?page=8,3.1,3.8,3.46
malls_marketplaces?page=9,2.1,5.0,3.6550000000000002
malls_marketplaces?page=10,4.8,4.9,4.865
malls_marketplaces?page=11,4.8,4.8,4.8
malls_marketplaces?page=12,4.7,4.8,4.725
malls_marketplaces?page=13,4.6,4.7,4.63
malls_marketplaces?page=14,4.6,4.6,4.6
malls_marketplaces?page=15,4.5,4.6,4.53
malls_marketplaces?page=16,4.5,4.5,4.5
malls_marketplaces?page=17,4.4,4.5,4.465
malls_marketplaces?page=18,4.4,4.4,4.4
malls_marketplaces?page=19,4.3,4.4,4.3950000000000005
malls_marketplaces?page=20,4.3,4.3,4.3
malls_marketplaces?page=21,4.3,4.3,4.3
malls_marketplaces?page=22,4.2,4.3,4.275
malls_marketplaces?page=23,4.2,4.2,4.2
malls_marketplaces?page=24,4.1,4.2,4.16
malls_marketplaces?page=25,4.1,4.1,4.1
malls_marketplaces?page=26,4.0,4.1,4.08
malls_marketplaces?page=27,4.0,4.0,4.0
malls_marketplaces?page=28,4.0,4.0,4.0
malls_marketplaces?page=29,4.0,4.0,4.0
malls_marketplaces?page=30,4.0,4.0,4.0
malls_marketplaces?page=31,4.0,4.0,4.0
malls_marketplaces?page=32,3.9,4.0,3.905
malls_marketplaces?page=33,3.8,3.9,3.84
malls_marketplaces?page=34,3.8,3.8,3.8
malls_marketplaces?page=35,3.8,3.8,3.8
malls_marketplaces?page=36,3.8,3.8,3.8
malls_marketplaces?page=37,3.8,3.8,3.8
malls_marketplaces?page=38,3.7,3.8,3.73
malls_marketplaces?page=39,3.7,3.7,3.7
malls_marketplaces?page=40,3.7,3.7,3.7
malls_marketplaces?page=41,3.7,3.7,3.7
malls_marketplaces?page=42,3.7,3.7,3.7
malls_marketplaces?page=43,3.7,3.7,3.7
malls_marketplaces?page=44,3.7,3.7,3.7
malls_marketplaces?page=45,3.6,3.7,3.6900000000000004
malls_marketplaces?page=46,3.6,3.6,3.6
malls_marketplaces?page=47,3.5,3.6,3.54
malls_marketplaces?page=48,3.5,3.5,3.5
malls_marketplaces?page=49,3.4,3.4,3.4
malls_marketplaces?page=50,3.2,3.3,3.2849999999999997
malls_marketplaces?page=51,3.2,3.2,3.2
malls_marketplaces?page=52,3.0,3.2,3.115
malls_marketplaces?page=53,2.9,3.0,2.965
malls_marketplaces?page=54,2.8,2.9,2.83
malls_marketplaces?page=55,2.6,2.8,2.66
malls_marketplaces?page=56,2.4,2.6,2.4699999999999998
malls_marketplaces?page=57,2.2,2.4,2.28
malls_marketplaces?page=58,1.9,2.1,2.01
malls_marketplaces?page=59,1.6,1.9,1.76
malls_marketplaces?page=60,1.3,1.6,1.475
malls_marketplaces?page=61,1.1,1.3,1.2181818181818183
ball_games?page=1,4.1,4.9,4.44
ball_games?page=2,3.2,4.1,3.78
ball_games?page=3,1.6,3.2,2.56
bat-and-ball_games?page=1,2.8,4.9,4.086666666666667
bowls_lawn_sports?page=1,3.7,4.8,4.38
